rank,item_id,outlet,type,language,title,url,published_at,R,S,D,I,r_people,signal_mult,logos,ethos,pathos,d_raw,topics,prompt_version,reach_flag,content_basis,content_access,word_count,fetch_method,r_basis,justification
39,5f164c746da01f9c,CBS News,tv,en,"AI interviews rolling out for some federal government hires, sources say",https://www.cbsnews.com/news/ai-interviews-federal-government-hires/,2026-09-03T15:24:00+00:00,0.014885,0.116000,0.300000,0.00051802,3900000.000000,,4,4,1,9,ai_technology:0.55; government_leadership:0.35; economy:0.10,score_v2,ok,full_text,open,354,page_fetch,programme average viewers x TV_SEGMENT_SHARE (US-only by construction); flat across the outlet's items (no per-item signal),"Straightforward news report citing unnamed officials and describing a specific AI hiring tool/process, with some detail but limited depth or counterargument. No named authoritative speaker beyond a director quote; minimal emotional language throughout.'"
40,5a89ca12e730fcd0,The Hugh Hewitt Show,radio,en,government-by-spite-2,https://hughhewitt.com/government-by-spite-2,2026-09-03T11:37:51+00:00,0.00572519,0.152000,0.533333,0.00046412,1500000.000000,,3,6,7,16,government_leadership:0.50; democracy_elections:0.40; ethics_morality:0.10,score_v2,secondary,full_text,open,469,rss_fulltext,weekly cume / RADIO_EPISODES_PER_WEEK (US-only by construction); cume overlap not modelled; flat across the outlet's items (no per-item signal),"Opinion piece citing Geraghty's reporting on impeachment campaigns, but relies mainly on assertion and rhetorical framing ('spite, not law') rather than developed evidence. Hewitt's recognized conservative media standing gives moderate ethos; charged language ('collapse of the nation,' 'jettisoning of rule of law') drives strong emotional intensity."
41,b47d76c23fd095ce,The Clay Travis & Buck Sexton Show,radio,en,the-clay-travis-and-buck-sexton-show / daily-review-with-clay-and-buck-sep-1-2026,https://omny.fm/shows/the-clay-travis-and-buck-sexton-show/daily-review-with-clay-and-buck-sep-1-2026,2026-09-01T19:25:00+00:00,0.00744275,0.109500,0.566667,0.00046182,1950000.000000,,5,7,5,17,crime:0.35; government_leadership:0.20; foreign_policy_wars:0.20; democracy_elections:0.15; economy:0.10,score_v2,secondary,full_text,open,1136,rss_fulltext,weekly cume / RADIO_EPISODES_PER_WEEK (US-only by construction); cume overlap not modelled; flat across the outlet's items (no per-item signal),"Hosts offer analysis and some evidence-based reasoning (legal proceedings, polling, energy markets) but largely opinion and speculation. Clay and Buck are established conservative radio hosts with strong audience trust/authority. Moderate emotional tone around crime, conspiracy theories, and Trump's legacy, without extreme intensity."
42,68e79bee28b9fbe0,CBS News,tv,en,"Dr. Oz says MMR is ""not a lethal vaccine"" despite Trump's comments",https://www.cbsnews.com/news/dr-oz-mmr-vaccine-not-lethal-trump-executive-order,2026-08-23T00:00:00+00:00,0.014885,0.071500,0.433333,0.00046120,3900000.000000,,4,7,2,13,healthcare:0.85; government_leadership:0.15,score_v2,ok,full_text,open,389,transcript_page,programme average viewers x TV_SEGMENT_SHARE (US-only by construction); flat across the outlet's items (no per-item signal),"News report quoting CMS chief Oz contradicting Trump on MMR safety, with CDC vaccination statistics. Some evidence (data, quotes) but limited engagement with objections. Oz speaks with institutional authority; low emotional intensity, mostly factual/political reporting."
43,8152c5a168d8c2a7,The Clay Travis & Buck Sexton Show,radio,en,the-clay-travis-and-buck-sexton-show / hour-3-building-americas-future,https://omny.fm/shows/the-clay-travis-and-buck-sexton-show/hour-3-building-americas-future,2026-09-01T19:10:00+00:00,0.00744275,0.112500,0.533333,0.00044656,1950000.000000,,5,7,4,16,foreign_policy_wars:0.30; democracy_elections:0.25; ai_technology:0.20; economy:0.15; government_leadership:0.10,score_v2,secondary,full_text,open,916,rss_fulltext,weekly cume / RADIO_EPISODES_PER_WEEK (US-only by construction); cume overlap not modelled; flat across the outlet's items (no per-item signal),"Hosts present arguments and reasoning on Iran strategy, oil deals, midterms, and AI infrastructure, citing examples but largely one-sided and opinion-driven. Clay and Buck are established conservative talk hosts with a loyal, politically-aligned audience, giving strong ethos. Moderate emotional framing around geopolitics and partisan politics, not extreme."
44,d1e71f3fc56a5465,The Mark Levin Show,radio,en,"August 31st, 2026",https://www.marklevinshow.com/2026/08/31/august-31st-2026,2026-08-31T00:00:00+00:00,0.00916031,0.077000,0.600000,0.00042321,2400000.000000,,5,7,6,18,ai_technology:0.65; economy:0.20; foreign_policy_wars:0.10; government_leadership:0.05,score_v2,secondary,full_text,open,5263,transcript_page,weekly cume / RADIO_EPISODES_PER_WEEK (US-only by construction); cume overlap not modelled; flat across the outlet's items (no per-item signal),"Levin cites studies, polls, state legislation and examples (Loudoun County, water/electricity data) but selectively and one-sidedly, mocking opponents as 'Luddites' rather than engaging strongest counterarguments. As a long-running, widely trusted conservative host, his personal authority carries weight with his audience. Language is combative and mocking, generating moderate-high emotional intensity throughout."
45,46143b1232d8880e,The Clay Travis & Buck Sexton Show,radio,en,the-clay-travis-and-buck-sexton-show / daily-review-with-clay-and-buck-sep-2-2026,https://omny.fm/shows/the-clay-travis-and-buck-sexton-show/daily-review-with-clay-and-buck-sep-2-2026,2026-09-02T19:25:00+00:00,0.00744275,0.093000,0.566667,0.00039223,1950000.000000,,5,7,5,17,crime:0.30; inflation_cost_of_living:0.20; government_leadership:0.15; ai_technology:0.15; democracy_elections:0.10; other:0.10,score_v2,secondary,full_text,open,991,rss_fulltext,weekly cume / RADIO_EPISODES_PER_WEEK (US-only by construction); cume overlap not modelled; flat across the outlet's items (no per-item signal),"Hosts discuss polling, legal history, and technology debates with some reasoning and multiple perspectives, but mostly opinion-driven commentary. Clay and Buck have established authority with a loyal conservative talk-radio audience. Moderate emotional engagement, especially on crime/insanity defense and surveillance fears, without extreme intensity."
46,179d2f9686cd87ab,The Clay Travis & Buck Sexton Show,radio,en,the-clay-travis-and-buck-sexton-show / hour-1-trumps-legacy-project,https://omny.fm/shows/the-clay-travis-and-buck-sexton-show/hour-1-trumps-legacy-project,2026-09-01T19:20:00+00:00,0.00744275,0.111500,0.466667,0.00038727,1950000.000000,,4,6,4,14,government_leadership:0.35; democracy_elections:0.35; crime:0.30,score_v2,secondary,full_text,open,605,rss_fulltext,weekly cume / RADIO_EPISODES_PER_WEEK (US-only by construction); cume overlap not modelled; flat across the outlet's items (no per-item signal),"Hosts offer opinion-driven analysis and speculation on trial dynamics, midterms, and Senate races with some factual grounding but little hard evidence. Clay and Buck are established conservative talk hosts with a loyal, politically aligned audience, giving moderate-high ethos. Emotional framing around Clancy case and partisan politics adds moderate pathos."
47,2710243b9beea959,NPR News (Morning Edition / All Things Considered),radio,en,ICE officer faces federal charges for lying over shooting of Venezuelan immigrant,https://www.npr.org/2026/09/03/nx-s1-5955654/justice-department-charges-castro-ice-officer,2026-09-03T18:14:53+00:00,0.011221,0.071500,0.466667,0.00037442,2940000.000000,,6,4,4,14,immigration:0.60; crime:0.25; democracy_elections:0.15,score_v2,secondary,full_text,open,338,page_fetch,weekly cume / RADIO_EPISODES_PER_WEEK (US-only by construction); cume overlap not modelled; flat across the outlet's items (no per-item signal),"News report presents factual sequence, sourcing, and context on federal charges, prior incidents, and pattern of ICE shootings. No named opinion speaker, moderate institutional authority. Emotional intensity from violent details but delivered in restrained journalistic tone."
48,11ae9882c8266b6f,Marketplace (APM),radio,en,"States bet big on rural health startups, with a Silicon Valley twist",https://www.marketplace.org/story/2026/08/28/can-startups-save-rural-healthcare,2026-08-28T00:00:00+00:00,0.011298,0.074000,0.433333,0.00036228,2960000.000000,,6,5,2,13,healthcare:0.60; ai_technology:0.20; government_leadership:0.10; economy:0.10,score_v2,secondary,full_text,open,1459,homepage_fetch,weekly cume / RADIO_EPISODES_PER_WEEK (US-only by construction); cume overlap not modelled; flat across the outlet's items (no per-item signal),"Detailed reporting with data, program specifics, multiple sourced quotes from officials, consultants, and startup founders explaining a policy mechanism. Institutional sourcing (KFF Health News, CMS, Bipartisan Policy Center) gives moderate ethos; little emotional language beyond factual descriptions of rural health struggles."
49,f86f539fae0d99fb,Marketplace (APM),radio,en,"AI in banking: the good, the bad, and the efficient",https://www.marketplace.org/episode/2026/09/02/ai-in-banking-the-good-the-bad-and-the-efficient,2026-09-02T00:00:00+00:00,0.011298,0.079000,0.400000,0.00035701,2960000.000000,,6,5,1,12,ai_technology:0.60; economy:0.30; race_relations:0.10,score_v2,secondary,full_text,open,613,homepage_fetch,weekly cume / RADIO_EPISODES_PER_WEEK (US-only by construction); cume overlap not modelled; flat across the outlet's items (no per-item signal),"Piece uses multiple named sources (bank CEOs, credit officer, law professor) with concrete examples of AI use and specific concerns about bias/regulation, showing moderate evidentiary depth. Speakers have professional standing but no strong personal authority with a broad audience. Tone is neutral, informational, low emotional charge."
50,bdbcac60c89726b5,The Hugh Hewitt Show,radio,en,dollys-greatest-and-most-reaganesque-legacy,https://hughhewitt.com/dollys-greatest-and-most-reaganesque-legacy,2026-08-26T01:51:34+00:00,0.00572519,0.108500,0.566667,0.00035200,1500000.000000,,4,5,8,17,poverty_homelessness:0.45; economy:0.35; education:0.10; other:0.10,score_v2,secondary,full_text,open,717,rss_fulltext,weekly cume / RADIO_EPISODES_PER_WEEK (US-only by construction); cume overlap not modelled; flat across the outlet's items (no per-item signal),"Personal essay with anecdotal evidence (literacy stats, Dollywood growth) but no rigorous data or counterarguments. Hugh Hewitt's voice carries some authority with his conservative audience, reinforced by ideological framing ('Reaganesque'). Emotionally charged tribute with strong nostalgic, grief-tinged language throughout."
51,e54a9b637d5d7fa8,Fox News Channel,cable,en,politics / mamdani-gives-influencers-special-access-signal-use-raises-records-law-questions,https://www.foxnews.com/politics/mamdani-gives-influencers-special-access-signal-use-raises-records-law-questions,2026-09-03T17:27:14+00:00,0.00568702,0.166500,0.366667,0.00034719,1490000.000000,,5,4,2,11,government_leadership:0.60; democracy_elections:0.25; ai_technology:0.15,score_v2,ok,full_text,open,510,rss_fulltext,programme average viewers x TV_SEGMENT_SHARE (US-only by construction); flat across the outlet's items (no per-item signal),"News report citing CJR investigation, city employee sources, and direct Mamdani quotes on records compliance. Factual, evidence-based on influencer payments and Signal use, minimal emotional language; standard journalistic authority, not a strong personal ethos voice."
52,adaa1a58bbfabdbf,Fox News Channel,cable,en,politics / feds-bust-lgbt-podcaster-former-christian-reality-tv-star-alleged-threats-kill-trump,https://www.foxnews.com/politics/feds-bust-lgbt-podcaster-former-christian-reality-tv-star-alleged-threats-kill-trump,2026-09-03T18:02:00+00:00,0.00568702,0.121000,0.500000,0.00034406,1490000.000000,,4,5,6,15,government_leadership:0.40; crime:0.35; other:0.25,score_v2,ok,full_text,open,534,rss_fulltext,programme average viewers x TV_SEGMENT_SHARE (US-only by construction); flat across the outlet's items (no per-item signal),"News report citing federal indictment, U.S. Attorney statements, court documents, and White House comment; presents factual allegations with quoted evidence. Ethos rests on official sources (DOJ, White House). Pathos moderate via inflammatory quotes ('Kill Trump', 'Trump Derangement Syndrome') and dramatic arrest scene."
